sale.date,sales.rep,rep.sex,rep.region,rep.feedback,wine,type,cost,unit.price,units.sold,income,expenses,year
5/1/2012,Bianca Suchan,0,West,6,Merlot,red,2.229,7.43,18,133.74,4.6818,2012
5/1/2012,Deloras Mcfetridge,0,West,7,Chardonnay,white,3.15,10.5,13,136.5,5.3244,2012
5/2/2012,Aiko Hamsher,0,East,6,Merlot,red,2.229,7.43,27,200.61,5.1765,2012
5/2/2012,Kym Velarde,0,East,9,Merlot,red,2.229,7.43,14,104.02,4.4835,2012
5/2/2012,Eura Begay,0,North,7,Merlot,red,2.229,8.38,17,142.46,5.09,2012
5/2/2012,Tori Hastie,0,South,6,Riesling,white,2.097,6.87,34,233.58,5.548,2012
5/2/2012,Deloras Mcfetridge,0,West,7,Chardonnay,white,3.15,10.5,21,220.5,6.3138,2012
5/3/2012,Clement Arias,1,North,5,Merlot,red,2.229,8.38,12,100.56,4.4,2012
5/3/2012,Eura Begay,0,North,6,Pinot Gris,white,3.741,13.42,7,93.94,6.89,2012
5/3/2012,Yolando Galicia,0,North,7,Sauvignon Blanc,white,2.697,9.94,22,218.68,6.38,2012
5/3/2012,Jewel Copas,1,South,6,Merlot,red,2.229,7.31,4,29.24,3.4675,2012
5/3/2012,Tori Hastie,0,South,6,Merlot,red,2.229,7.31,14,102.34,4.5695,2012
5/3/2012,Lesia Belt,0,West,4,Cabernet Sauvignon,red,3.624,12.08,27,326.16,6.987,2012
5/3/2012,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,23,170.89,5.4468,2012
5/3/2012,Lesia Belt,0,West,6,Pinot Gris,white,3.741,12.47,30,374.1,8.6088,2012
5/3/2012,Lesia Belt,0,West,5,Shiraz,red,6.051,20.17,17,342.89,11.73,2012
5/4/2012,Nilda Hypolite,0,Central,7,Pinot Gris,white,3.741,12.04,10,120.4,6.55,2012
5/4/2012,Virgilio Mcelligott,1,Central,6,Merlot,red,2.229,7,11,77,4.9,2012
5/4/2012,Ben Gerry,1,East,7,Pinot Gris,white,3.741,12.47,15,187.05,7.5075,2012
5/4/2012,Karry Noell,0,East,5,Riesling,white,2.097,6.99,15,104.85,4.998,2012
5/4/2012,Clement Arias,1,North,7,Sauvignon Blanc,white,2.697,9.94,48,477.12,9.35,2012
5/4/2012,Yolando Galicia,0,North,7,Chardonnay,white,3.15,11.45,8,91.6,5.39,2012
5/4/2012,Lavera Mccallie,0,South,6,Merlot,red,2.229,7.31,13,95.03,3.819,2012
5/4/2012,Deloras Mcfetridge,0,West,5,Merlot,red,2.229,7.43,10,74.3,4.0188,2012
5/4/2012,Deloras Mcfetridge,0,West,6,Pinot Gris,white,3.741,12.47,5,62.35,5.7936,2012
5/4/2012,Lesia Belt,0,West,5,Merlot,red,2.229,7.43,15,111.45,4.4676,2012
5/5/2012,Virgilio Mcelligott,1,Central,6,Merlot,red,2.229,7,22,154,4.87,2012
5/5/2012,Deloras Mcfetridge,0,West,6,Cabernet Sauvignon,red,3.624,12.08,15,181.2,7.6806,2012
5/5/2012,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,12,89.16,4.9572,2012
5/5/2012,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,6,44.58,3.672,2012
5/6/2012,Virgilio Mcelligott,1,Central,5,Sauvignon Blanc,white,2.697,8.56,8,68.48,4.88,2012
5/6/2012,Aiko Hamsher,0,East,6,Pinot Gris,white,3.741,12.47,34,423.98,9.093,2012
5/6/2012,Aiko Hamsher,0,East,6,Sauvignon Blanc,white,2.697,8.99,9,80.91,5.4285,2012
5/6/2012,Ben Gerry,1,East,6,Sauvignon Blanc,white,2.697,8.99,13,116.87,5.271,2012
5/6/2012,Mamie Fullington,0,South,8,Chardonnay,white,3.15,10.38,25,259.5,6.0135,2012
5/7/2012,Dannette Saltsman,0,Central,6,Chardonnay,white,3.15,10.07,17,171.19,5.64,2012
5/7/2012,Virgilio Mcelligott,1,Central,6,Merlot,red,2.229,7,7,49,3.95,2012
5/7/2012,Aiko Hamsher,0,East,5,Chardonnay,white,3.15,10.5,18,189,6.0375,2012
5/7/2012,Ben Gerry,1,East,6,Merlot,red,2.229,7.43,10,74.3,4.3575,2012
5/7/2012,Shameka Mertes,0,North,6,Merlot,red,2.229,8.38,11,92.18,4.73,2012
5/7/2012,Yolando Galicia,0,North,6,Chardonnay,white,3.15,11.45,12,137.4,5.62,2012
5/7/2012,Jewel Copas,1,South,7,Shiraz,red,6.051,20.05,29,581.45,11.666,2012
5/7/2012,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,3,22.29,3.9066,2012
5/8/2012,Dannette Saltsman,0,Central,6,Cabernet Sauvignon,red,3.624,11.65,13,151.45,5.88,2012
5/8/2012,Lolita Wass,0,Central,5,Merlot,red,2.229,7,22,154,5.94,2012
5/8/2012,Nilda Hypolite,0,Central,7,Chardonnay,white,3.15,10.07,22,221.54,6.47,2012
5/8/2012,Virgilio Mcelligott,1,Central,5,Pinot Gris,white,3.741,12.04,17,204.68,6.43,2012
5/8/2012,Karry Noell,0,East,5,Shiraz,red,6.051,20.17,15,302.55,10.2795,2012
5/8/2012,Lavera Mccallie,0,South,5,Chardonnay,white,3.15,10.38,16,166.08,5.301,2012
5/9/2012,Nilda Hypolite,0,Central,7,Pinot Gris,white,3.741,12.04,9,108.36,6.54,2012
5/9/2012,Shameka Mertes,0,North,5,Riesling,white,2.097,7.94,16,127.04,4.5,2012
5/9/2012,Bianca Suchan,0,West,7,Pinot Gris,white,3.741,12.47,11,137.17,7.2318,2012
5/10/2012,Dannette Saltsman,0,Central,7,Cabernet Sauvignon,red,3.624,11.65,22,256.3,6.84,2012
5/10/2012,Dannette Saltsman,0,Central,6,Merlot,red,2.229,7,22,154,4.88,2012
5/10/2012,Lolita Wass,0,Central,6,Riesling,white,2.097,6.56,19,124.64,4.55,2012
5/10/2012,Kym Velarde,0,East,7,Pinot Gris,white,3.741,12.47,12,149.64,6.72,2012
5/11/2012,Karry Noell,0,East,5,Chardonnay,white,3.15,10.5,11,115.5,6.8565,2012
5/11/2012,Clement Arias,1,North,5,Cabernet Sauvignon,red,3.624,13.03,15,195.45,7.25,2012
5/11/2012,Shameka Mertes,0,North,5,Sauvignon Blanc,white,2.697,9.94,14,139.16,5.38,2012
5/11/2012,Jewel Copas,1,South,7,Sauvignon Blanc,white,2.697,8.87,24,212.88,5.282,2012
5/11/2012,Lavera Mccallie,0,South,6,Shiraz,red,6.051,20.05,5,100.25,9.158,2012
5/11/2012,Bianca Suchan,0,West,6,Shiraz,red,6.051,20.17,30,605.1,12.393,2012
5/11/2012,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,10,74.3,4.1208,2012
5/12/2012,Lolita Wass,0,Central,7,Merlot,red,2.229,7,16,112,4.55,2012
5/12/2012,Virgilio Mcelligott,1,Central,7,Shiraz,red,6.051,19.74,18,355.32,10.84,2012
5/12/2012,Aiko Hamsher,0,East,6,Chardonnay,white,3.15,10.5,14,147,6.741,2012
5/12/2012,Aiko Hamsher,0,East,6,Chardonnay,white,3.15,10.5,20,210,6.4785,2012
5/12/2012,Karry Noell,0,East,4,Cabernet Sauvignon,red,3.624,12.08,16,193.28,7.4235,2012
5/12/2012,Kym Velarde,0,East,6,Shiraz,red,6.051,20.17,11,221.87,9.9225,2012
5/12/2012,Clement Arias,1,North,7,Pinot Gris,white,3.741,13.42,19,254.98,7.15,2012
5/12/2012,Clement Arias,1,North,6,Sauvignon Blanc,white,2.697,9.94,24,238.56,6.27,2012
5/12/2012,Clement Arias,1,North,5,Shiraz,red,6.051,21.12,20,422.4,10.32,2012
5/12/2012,Clement Arias,1,North,6,Shiraz,red,6.051,21.12,21,443.52,11.55,2012
5/12/2012,Yolando Galicia,0,North,6,Merlot,red,2.229,8.38,23,192.74,5.19,2012
5/12/2012,Lavera Mccallie,0,South,6,Merlot,red,2.229,7.31,8,58.48,4.56,2012
5/12/2012,Deloras Mcfetridge,0,West,7,Cabernet Sauvignon,red,3.624,12.08,15,181.2,6.4566,2012
5/12/2012,Lesia Belt,0,West,7,Pinot Gris,white,3.741,12.47,14,174.58,5.8038,2012
5/13/2012,Nilda Hypolite,0,Central,7,Pinot Gris,white,3.741,12.04,11,132.44,6.99,2012
5/13/2012,Eura Begay,0,North,6,Cabernet Sauvignon,red,3.624,13.03,8,104.24,6.45,2012
5/14/2012,Virgilio Mcelligott,1,Central,6,Sauvignon Blanc,white,2.697,8.56,14,119.84,5.13,2012
5/14/2012,Karry Noell,0,East,5,Chardonnay,white,3.15,10.5,31,325.5,8.0115,2012
5/14/2012,Kym Velarde,0,East,6,Pinot Gris,white,3.741,12.47,16,199.52,6.804,2012
5/14/2012,Clement Arias,1,North,4,Shiraz,red,6.051,21.12,10,211.2,10.27,2012
5/15/2012,Virgilio Mcelligott,1,Central,7,Cabernet Sauvignon,red,3.624,11.65,8,93.2,5.92,2012
5/15/2012,Aiko Hamsher,0,East,5,Cabernet Sauvignon,red,3.624,12.08,10,120.8,7.5075,2012
5/15/2012,Aiko Hamsher,0,East,8,Merlot,red,2.229,7.43,20,148.6,5.733,2012
5/15/2012,Karry Noell,0,East,6,Chardonnay,white,3.15,10.5,16,168,6.5835,2012
5/15/2012,Yolando Galicia,0,North,6,Merlot,red,2.229,8.38,11,92.18,4.41,2012
5/15/2012,Yolando Galicia,0,North,6,Pinot Gris,white,3.741,13.42,20,268.4,8.19,2012
5/15/2012,Bianca Suchan,0,West,5,Chardonnay,white,3.15,10.5,13,136.5,5.5896,2012
5/16/2012,Dannette Saltsman,0,Central,6,Cabernet Sauvignon,red,3.624,11.65,7,81.55,6.34,2012
5/16/2012,Aiko Hamsher,0,East,6,Chardonnay,white,3.15,10.5,16,168,6.3525,2012
5/16/2012,Ben Gerry,1,East,8,Chardonnay,white,3.15,10.5,21,220.5,5.6805,2012
5/16/2012,Karry Noell,0,East,6,Cabernet Sauvignon,red,3.624,12.08,21,253.68,7.812,2012
5/16/2012,Shameka Mertes,0,North,4,Chardonnay,white,3.15,11.45,19,217.55,6.61,2012
5/16/2012,Shameka Mertes,0,North,7,Chardonnay,white,3.15,11.45,13,148.85,6.24,2012
5/16/2012,Jewel Copas,1,South,6,Chardonnay,white,3.15,10.38,12,124.56,5.624,2012
5/16/2012,Vicki Kilkenny,0,West,6,Merlot,red,2.229,7.43,26,193.18,5.151,2012
5/17/2012,Lavera Mccallie,0,South,5,Merlot,red,2.229,7.31,14,102.34,3.8475,2012
5/17/2012,Vicki Kilkenny,0,West,7,Sauvignon Blanc,white,2.697,8.99,11,98.89,5.1306,2012
5/18/2012,Dannette Saltsman,0,Central,5,Pinot Gris,white,3.741,12.04,13,156.52,6.36,2012
5/18/2012,Nilda Hypolite,0,Central,6,Sauvignon Blanc,white,2.697,8.56,16,136.96,5.68,2012
5/18/2012,Aiko Hamsher,0,East,7,Merlot,red,2.229,7.43,9,66.87,3.99,2012
5/18/2012,Aiko Hamsher,0,East,6,Shiraz,red,6.051,20.17,21,423.57,10.647,2012
5/18/2012,Ben Gerry,1,East,3,Shiraz,red,6.051,20.17,19,383.23,11.7075,2012
5/18/2012,Eura Begay,0,North,7,Shiraz,red,6.051,21.12,9,190.08,9.98,2012
5/18/2012,Tori Hastie,0,South,6,Pinot Gris,white,3.741,12.35,20,247,7.0395,2012
5/19/2012,Lolita Wass,0,Central,6,Merlot,red,2.229,7,8,56,3.88,2012
5/19/2012,Karry Noell,0,East,8,Merlot,red,2.229,7.43,17,126.31,4.872,2012
5/19/2012,Eura Begay,0,North,4,Merlot,red,2.229,8.38,7,58.66,3.97,2012
5/19/2012,Shameka Mertes,0,North,5,Cabernet Sauvignon,red,3.624,13.03,4,52.12,5.56,2012
5/20/2012,Kym Velarde,0,East,7,Cabernet Sauvignon,red,3.624,12.08,10,120.8,6.3315,2012
5/20/2012,Eura Begay,0,North,5,Merlot,red,2.229,8.38,27,226.26,5.62,2012
5/20/2012,Jewel Copas,1,South,6,Pinot Gris,white,3.741,12.35,15,185.25,6.802,2012
5/20/2012,Lesia Belt,0,West,5,Cabernet Sauvignon,red,3.624,12.08,23,277.84,7.293,2012
5/21/2012,Dannette Saltsman,0,Central,5,Riesling,white,2.097,6.56,18,118.08,3.96,2012
5/21/2012,Nilda Hypolite,0,Central,6,Pinot Gris,white,3.741,12.04,17,204.68,6.88,2012
5/21/2012,Ben Gerry,1,East,7,Pinot Gris,white,3.741,12.47,21,261.87,6.9615,2012
5/21/2012,Clement Arias,1,North,7,Merlot,red,2.229,8.38,13,108.94,4.83,2012
5/21/2012,Yolando Galicia,0,North,5,Merlot,red,2.229,8.38,11,92.18,4.09,2012
5/21/2012,Jewel Copas,1,South,5,Riesling,white,2.097,6.87,12,82.44,3.6765,2012
5/22/2012,Virgilio Mcelligott,1,Central,7,Pinot Gris,white,3.741,12.04,31,373.24,7.93,2012
5/22/2012,Kym Velarde,0,East,6,Cabernet Sauvignon,red,3.624,12.08,17,205.36,7.9065,2012
5/22/2012,Kym Velarde,0,East,4,Sauvignon Blanc,white,2.697,8.99,16,143.84,6.111,2012
5/22/2012,Lavera Mccallie,0,South,9,Chardonnay,white,3.15,10.38,5,51.9,5.0825,2012
5/22/2012,Lavera Mccallie,0,South,4,Merlot,red,2.229,7.31,14,102.34,4.3985,2012
5/22/2012,Tori Hastie,0,South,6,Cabernet Sauvignon,red,3.624,11.96,10,119.6,4.883,2012
5/22/2012,Bianca Suchan,0,West,6,Cabernet Sauvignon,red,3.624,12.08,9,108.72,5.8956,2012
5/22/2012,Vicki Kilkenny,0,West,7,Riesling,white,2.097,6.99,30,209.7,6.12,2012
5/23/2012,Dannette Saltsman,0,Central,6,Chardonnay,white,3.15,10.07,19,191.33,6.85,2012
5/23/2012,Shameka Mertes,0,North,5,Sauvignon Blanc,white,2.697,9.94,12,119.28,5.34,2012
5/23/2012,Deloras Mcfetridge,0,West,6,Merlot,red,2.229,7.43,24,178.32,5.4876,2012
5/24/2012,Dannette Saltsman,0,Central,6,Cabernet Sauvignon,red,3.624,11.65,12,139.8,6.39,2012
5/24/2012,Dannette Saltsman,0,Central,7,Chardonnay,white,3.15,10.07,6,60.42,4.81,2012
5/24/2012,Lolita Wass,0,Central,6,Sauvignon Blanc,white,2.697,8.56,10,85.6,4.72,2012
5/24/2012,Ben Gerry,1,East,6,Chardonnay,white,3.15,10.5,25,262.5,7.9065,2012
5/24/2012,Kym Velarde,0,East,8,Pinot Gris,white,3.741,12.47,11,137.17,6.615,2012
5/24/2012,Eura Begay,0,North,6,Merlot,red,2.229,8.38,12,100.56,4.98,2012
5/24/2012,Bianca Suchan,0,West,5,Pinot Gris,white,3.741,12.47,18,224.46,7.1298,2012
5/25/2012,Dannette Saltsman,0,Central,7,Cabernet Sauvignon,red,3.624,11.65,14,163.1,5.83,2012
5/25/2012,Nilda Hypolite,0,Central,6,Sauvignon Blanc,white,2.697,8.56,14,119.84,5.42,2012
5/25/2012,Aiko Hamsher,0,East,7,Chardonnay,white,3.15,10.5,15,157.5,6.2685,2012
5/25/2012,Vicki Kilkenny,0,West,6,Riesling,white,2.097,6.99,13,90.87,4.3758,2012
5/25/2012,Vicki Kilkenny,0,West,7,Riesling,white,2.097,6.99,18,125.82,5.1918,2012
5/25/2012,Vicki Kilkenny,0,West,7,Shiraz,red,6.051,20.17,14,282.38,10.659,2012
5/26/2012,Dannette Saltsman,0,Central,7,Merlot,red,2.229,7,16,112,4.64,2012
5/26/2012,Lolita Wass,0,Central,7,Chardonnay,white,3.15,10.07,35,352.45,8.49,2012
5/26/2012,Virgilio Mcelligott,1,Central,6,Cabernet Sauvignon,red,3.624,11.65,8,93.2,6.05,2012
5/26/2012,Eura Begay,0,North,5,Merlot,red,2.229,8.38,10,83.8,3.83,2012
5/26/2012,Yolando Galicia,0,North,6,Merlot,red,2.229,8.38,13,108.94,4.12,2012
5/26/2012,Lavera Mccallie,0,South,6,Pinot Gris,white,3.741,12.35,5,61.75,4.921,2012
5/26/2012,Deloras Mcfetridge,0,West,3,Chardonnay,white,3.15,10.5,13,136.5,5.1918,2012
5/27/2012,Nilda Hypolite,0,Central,8,Pinot Gris,white,3.741,12.04,5,60.2,6.1,2012
5/27/2012,Shameka Mertes,0,North,6,Merlot,red,2.229,8.38,22,184.36,4.91,2012
5/27/2012,Bianca Suchan,0,West,6,Merlot,red,2.229,7.43,27,200.61,5.5896,2012
5/28/2012,Lavera Mccallie,0,South,6,Merlot,red,2.229,7.31,10,73.1,4.0565,2012
5/28/2012,Lesia Belt,0,West,5,Merlot,red,2.229,7.43,34,252.62,6.6096,2012
5/29/2012,Shameka Mertes,0,North,6,Merlot,red,2.229,8.38,21,175.98,4.39,2012
5/29/2012,Lesia Belt,0,West,8,Chardonnay,white,3.15,10.5,8,84,5.6916,2012
5/30/2012,Aiko Hamsher,0,East,8,Merlot,red,2.229,7.43,27,200.61,5.733,2012
5/30/2012,Ben Gerry,1,East,6,Chardonnay,white,3.15,10.5,31,325.5,6.4785,2012
5/30/2012,Deloras Mcfetridge,0,West,5,Merlot,red,2.229,7.43,17,126.31,4.8552,2012
5/30/2012,Deloras Mcfetridge,0,West,5,Sauvignon Blanc,white,2.697,8.99,8,71.92,4.7328,2012
5/30/2012,Lesia Belt,0,West,7,Pinot Gris,white,3.741,12.47,6,74.82,6.2322,2012
5/31/2012,Virgilio Mcelligott,1,Central,5,Chardonnay,white,3.15,10.07,27,271.89,6.06,2012
5/31/2012,Kym Velarde,0,East,6,Cabernet Sauvignon,red,3.624,12.08,13,157.04,6.8985,2012
5/31/2012,Tori Hastie,0,South,8,Merlot,red,2.229,7.31,16,116.96,3.9615,2012
5/31/2012,Bianca Suchan,0,West,5,Merlot,red,2.229,7.43,23,170.89,5.1816,2012
5/31/2012,Bianca Suchan,0,West,7,Sauvignon Blanc,white,2.697,8.99,11,98.89,5.6508,2012
6/1/2012,Aiko Hamsher,0,East,4,Merlot,red,2.229,7.43,10,74.3,4.368,2012
6/1/2012,Aiko Hamsher,0,East,6,Riesling,white,2.097,6.99,18,125.82,4.767,2012
6/1/2012,Ben Gerry,1,East,5,Cabernet Sauvignon,red,3.624,12.08,35,422.8,8.568,2012
6/1/2012,Eura Begay,0,North,7,Merlot,red,2.229,8.38,16,134.08,4.06,2012
6/1/2012,Eura Begay,0,North,4,Merlot,red,2.229,8.38,11,92.18,4.2,2012
6/2/2012,Lolita Wass,0,Central,6,Merlot,red,2.229,7,15,105,4.57,2012
6/2/2012,Lolita Wass,0,Central,7,Riesling,white,2.097,6.56,13,85.28,3.87,2012
6/2/2012,Aiko Hamsher,0,East,6,Cabernet Sauvignon,red,3.624,12.08,27,326.16,7.77,2012
6/2/2012,Ben Gerry,1,East,7,Chardonnay,white,3.15,10.5,8,84,5.8905,2012
6/2/2012,Karry Noell,0,East,5,Cabernet Sauvignon,red,3.624,12.08,17,205.36,6.783,2012
6/2/2012,Mamie Fullington,0,South,6,Riesling,white,2.097,6.87,11,75.57,4.4745,2012
6/2/2012,Deloras Mcfetridge,0,West,5,Pinot Gris,white,3.741,12.47,21,261.87,6.12,2012
6/2/2012,Lesia Belt,0,West,6,Merlot,red,2.229,7.43,13,96.59,4.6104,2012
6/3/2012,Virgilio Mcelligott,1,Central,6,Sauvignon Blanc,white,2.697,8.56,10,85.6,4.59,2012
6/4/2012,Karry Noell,0,East,7,Pinot Gris,white,3.741,12.47,28,349.16,8.1585,2012
6/4/2012,Kym Velarde,0,East,7,Sauvignon Blanc,white,2.697,8.99,19,170.81,5.7645,2012
6/4/2012,Tori Hastie,0,South,5,Merlot,red,2.229,7.31,20,146.2,4.4745,2012
6/4/2012,Lesia Belt,0,West,7,Chardonnay,white,3.15,10.5,13,136.5,5.5284,2012
6/4/2012,Lesia Belt,0,West,7,Merlot,red,2.229,7.43,17,126.31,4.3452,2012
6/4/2012,Vicki Kilkenny,0,West,6,Merlot,red,2.229,7.43,19,141.17,4.6614,2012
6/5/2012,Kym Velarde,0,East,4,Cabernet Sauvignon,red,3.624,12.08,12,144.96,7.476,2012
6/5/2012,Eura Begay,0,North,6,Shiraz,red,6.051,21.12,21,443.52,10.84,2012
6/6/2012,Virgilio Mcelligott,1,Central,6,Chardonnay,white,3.15,10.07,19,191.33,6.15,2012
6/6/2012,Aiko Hamsher,0,East,7,Chardonnay,white,3.15,10.5,18,189,6.1005,2012
6/6/2012,Ben Gerry,1,East,7,Chardonnay,white,3.15,10.5,21,220.5,6.1215,2012
6/6/2012,Clement Arias,1,North,8,Merlot,red,2.229,8.38,15,125.7,4.19,2012
6/6/2012,Jewel Copas,1,South,6,Chardonnay,white,3.15,10.38,14,145.32,5.415,2012
6/6/2012,Jewel Copas,1,South,7,Merlot,red,2.229,7.31,3,21.93,3.249,2012
6/6/2012,Mamie Fullington,0,South,5,Riesling,white,2.097,6.87,9,61.83,3.781,2012
6/6/2012,Mamie Fullington,0,South,6,Sauvignon Blanc,white,2.697,8.87,17,150.79,5.5385,2012
6/6/2012,Lesia Belt,0,West,5,Cabernet Sauvignon,red,3.624,12.08,4,48.32,6.1302,2012
6/6/2012,Lesia Belt,0,West,7,Chardonnay,white,3.15,10.5,11,115.5,5.5386,2012
6/7/2012,Lolita Wass,0,Central,6,Cabernet Sauvignon,red,3.624,11.65,16,186.4,6.99,2012
6/7/2012,Virgilio Mcelligott,1,Central,4,Sauvignon Blanc,white,2.697,8.56,38,325.28,6.74,2012
6/7/2012,Eura Begay,0,North,6,Cabernet Sauvignon,red,3.624,13.03,8,104.24,7.33,2012
6/7/2012,Shameka Mertes,0,North,6,Pinot Gris,white,3.741,13.42,15,201.3,6.49,2012
6/7/2012,Lavera Mccallie,0,South,6,Riesling,white,2.097,6.87,6,41.22,3.6195,2012
6/7/2012,Vicki Kilkenny,0,West,6,Sauvignon Blanc,white,2.697,8.99,20,179.8,6.4362,2012
6/8/2012,Lolita Wass,0,Central,5,Merlot,red,2.229,7,9,63,3.49,2012
6/8/2012,Nilda Hypolite,0,Central,7,Chardonnay,white,3.15,10.07,30,302.1,6.65,2012
6/8/2012,Kym Velarde,0,East,5,Cabernet Sauvignon,red,3.624,12.08,25,302,8.2215,2012
6/8/2012,Lavera Mccallie,0,South,7,Cabernet Sauvignon,red,3.624,11.96,18,215.28,6.498,2012
6/8/2012,Mamie Fullington,0,South,6,Merlot,red,2.229,7.31,19,138.89,5.13,2012
6/9/2012,Dannette Saltsman,0,Central,9,Merlot,red,2.229,7,13,91,3.97,2012
6/9/2012,Nilda Hypolite,0,Central,5,Chardonnay,white,3.15,10.07,11,110.77,5.9,2012
6/9/2012,Kym Velarde,0,East,7,Cabernet Sauvignon,red,3.624,12.08,15,181.2,6.5835,2012
6/9/2012,Clement Arias,1,North,8,Cabernet Sauvignon,red,3.624,13.03,20,260.6,7.46,2012
6/9/2012,Mamie Fullington,0,South,6,Sauvignon Blanc,white,2.697,8.87,26,230.62,5.453,2012
6/9/2012,Deloras Mcfetridge,0,West,6,Shiraz,red,6.051,20.17,10,201.7,8.925,2012
6/10/2012,Shameka Mertes,0,North,6,Cabernet Sauvignon,red,3.624,13.03,19,247.57,7.57,2012
6/11/2012,Dannette Saltsman,0,Central,7,Pinot Gris,white,3.741,12.04,18,216.72,6.44,2012
6/11/2012,Virgilio Mcelligott,1,Central,5,Shiraz,red,6.051,19.74,18,355.32,11.44,2012
6/11/2012,Karry Noell,0,East,6,Chardonnay,white,3.15,10.5,14,147,6.174,2012
6/11/2012,Kym Velarde,0,East,6,Shiraz,red,6.051,20.17,11,221.87,9.66,2012
6/11/2012,Deloras Mcfetridge,0,West,5,Merlot,red,2.229,7.43,5,37.15,4.0902,2012
6/11/2012,Deloras Mcfetridge,0,West,5,Merlot,red,2.229,7.43,7,52.01,4.1616,2012
6/12/2012,Deloras Mcfetridge,0,West,6,Riesling,white,2.097,6.99,23,160.77,5.5692,2012
6/12/2012,Vicki Kilkenny,0,West,6,Cabernet Sauvignon,red,3.624,12.08,11,132.88,6.0894,2012
6/12/2012,Vicki Kilkenny,0,West,7,Merlot,red,2.229,7.43,19,141.17,5.1306,2012
6/13/2012,Karry Noell,0,East,2,Pinot Gris,white,3.741,12.47,15,187.05,7.1085,2012
6/13/2012,Kym Velarde,0,East,8,Merlot,red,2.229,7.43,25,185.75,5.1765,2012
6/13/2012,Kym Velarde,0,East,6,Shiraz,red,6.051,20.17,13,262.21,10.1955,2012
6/13/2012,Kym Velarde,0,East,8,Shiraz,red,6.051,20.17,22,443.74,12.2115,2012
6/13/2012,Lavera Mccallie,0,South,5,Merlot,red,2.229,7.31,22,160.82,4.731,2012
6/13/2012,Vicki Kilkenny,0,West,5,Merlot,red,2.229,7.43,3,22.29,3.5088,2012
6/14/2012,Karry Noell,0,East,6,Sauvignon Blanc,white,2.697,8.99,18,161.82,6.3315,2012
6/14/2012,Clement Arias,1,North,6,Merlot,red,2.229,8.38,11,92.18,4.9,2012
6/14/2012,Lavera Mccallie,0,South,6,Merlot,red,2.229,7.31,13,95.03,4.522,2012
6/14/2012,Tori Hastie,0,South,5,Merlot,red,2.229,7.31,13,95.03,4.313,2012
6/14/2012,Lesia Belt,0,West,6,Cabernet Sauvignon,red,3.624,12.08,14,169.12,7.1196,2012
6/15/2012,Aiko Hamsher,0,East,5,Cabernet Sauvignon,red,3.624,12.08,21,253.68,7.161,2012
6/15/2012,Kym Velarde,0,East,5,Shiraz,red,6.051,20.17,18,363.06,9.87,2012
6/15/2012,Clement Arias,1,North,7,Sauvignon Blanc,white,2.697,9.94,12,119.28,4.65,2012
6/15/2012,Shameka Mertes,0,North,6,Chardonnay,white,3.15,11.45,14,160.3,6.26,2012
6/15/2012,Shameka Mertes,0,North,5,Chardonnay,white,3.15,11.45,19,217.55,5.63,2012
6/15/2012,Lavera Mccallie,0,South,7,Cabernet Sauvignon,red,3.624,11.96,19,227.24,6.517,2012
6/15/2012,Lavera Mccallie,0,South,7,Chardonnay,white,3.15,10.38,19,197.22,5.643,2012
6/15/2012,Lavera Mccallie,0,South,5,Sauvignon Blanc,white,2.697,8.87,9,79.83,4.4555,2012
6/15/2012,Deloras Mcfetridge,0,West,7,Sauvignon Blanc,white,2.697,8.99,21,188.79,6.0792,2012
6/15/2012,Lesia Belt,0,West,7,Riesling,white,2.097,6.99,6,41.94,3.57,2012
6/15/2012,Vicki Kilkenny,0,West,6,Cabernet Sauvignon,red,3.624,12.08,9,108.72,6.3444,2012
6/16/2012,Dannette Saltsman,0,Central,6,Riesling,white,2.097,6.56,13,85.28,3.44,2012
6/16/2012,Jewel Copas,1,South,6,Chardonnay,white,3.15,10.38,6,62.28,4.693,2012
6/16/2012,Jewel Copas,1,South,5,Pinot Gris,white,3.741,12.35,13,160.55,6.9825,2012
6/16/2012,Bianca Suchan,0,West,6,Pinot Gris,white,3.741,12.47,23,286.81,7.3032,2012
6/16/2012,Vicki Kilkenny,0,West,6,Pinot Gris,white,3.741,12.47,11,137.17,6.3342,2012
6/17/2012,Lolita Wass,0,Central,8,Chardonnay,white,3.15,10.07,13,130.91,4.98,2012
6/17/2012,Virgilio Mcelligott,1,Central,7,Pinot Gris,white,3.741,12.04,17,204.68,6.12,2012
6/17/2012,Virgilio Mcelligott,1,Central,6,Pinot Gris,white,3.741,12.04,15,180.6,7.87,2012
6/17/2012,Bianca Suchan,0,West,7,Cabernet Sauvignon,red,3.624,12.08,16,193.28,8.2212,2012
6/17/2012,Deloras Mcfetridge,0,West,6,Merlot,red,2.229,7.43,13,96.59,4.8144,2012
6/17/2012,Lesia Belt,0,West,6,Chardonnay,white,3.15,10.5,24,252,6.4362,2012
6/18/2012,Lavera Mccallie,0,South,6,Pinot Gris,white,3.741,12.35,26,321.1,7.1725,2012
6/18/2012,Deloras Mcfetridge,0,West,7,Merlot,red,2.229,7.43,20,148.6,4.743,2012
